city,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price,rent price,cap rate
tel aviv,apartment,91.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4500000.0,10849,2.893
jerusalem,garden apartment,150.0,40.0,6.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3550000.0,8967,3.031
rishon lezion,apartment,97.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2490000.0,6037,2.909
rishon lezion,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2590000.0,6570,3.044
rishon lezion,apartment,85.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2300000.0,6005,3.133
ramat gan,apartment,33.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1800000.0,3835,2.557
haifa,penthouse,194.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4150000.0,7795,2.254
rishon lezion,dual family,250.0,275.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6000000.0,13300,2.660
jerusalem,apartment,75.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2390000.0,6086,3.056
ashdod,apartment,106.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2090000.0,5622,3.228
jerusalem,garden apartment,120.0,40.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2950000.0,7791,3.169
tel aviv,apartment,80.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,8582,3.433
tel aviv,garden apartment,127.0,36.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,9116,3.646
jerusalem,duplex,200.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2590000.0,11172,5.176
petah tikva,apartment,119.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3110000.0,7102,2.740
beer sheva,apartment,154.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1760000.0,4191,2.857
beer sheva,apartment,80.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1220000.0,2713,2.669
tel aviv,penthouse,230.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6950000.0,12764,2.204
tel aviv,apartment,63.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3950000.0,6500,1.975
natanya,apartment,124.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2850000.0,7543,3.176
jerusalem,apartment,130.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3150000.0,9654,3.678
rishon lezion,apartment,80.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1890000.0,5289,3.358
tel aviv,apartment,70.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4200000.0,8549,2.443
haifa,private house,457.0,300.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7900000.0,10398,1.579
beer sheva,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1290000.0,3651,3.396
jerusalem,apartment,150.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6700000.0,11666,2.089
ramat gan,private house,270.0,450.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11300000.0,17886,1.899
tel aviv,apartment,73.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4590000.0,6972,1.823
jerusalem,apartment,65.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0,4678,2.955
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2450000.0,8084,3.960
ashdod,apartment,100.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900000.0,4649,2.936
ramat gan,private house,130.0,330.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7870000.0,12635,1.927
tel aviv,penthouse,131.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7650000.0,12546,1.968
beer sheva,apartment,74.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,870000.0,2309,3.185
tel aviv,garden apartment,100.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2670000.0,9742,4.378
tel aviv,apartment,80.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3800000.0,10696,3.378
ashkelon,apartment,78.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1300000.0,3190,2.945
tel aviv,apartment,63.0,0.0,3.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2590000.0,5651,2.618
beer sheva,apartment,86.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,990000.0,3061,3.710
ashdod,apartment,112.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2300000.0,5359,2.796
tel aviv,penthouse,190.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11200000.0,13713,1.469
jerusalem,apartment,83.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2980000.0,6152,2.477
petah tikva,apartment,83.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2050000.0,5092,2.981
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2100000.0,8084,4.619
beer sheva,apartment,117.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1150000.0,3240,3.381
rishon lezion,apartment,120.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2240000.0,6682,3.580
tel aviv,apartment,62.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2599999.0,6622,3.056
tel aviv,apartment,105.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6250000.0,11500,2.208
beer sheva,apartment,86.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,2631,2.526
haifa,apartment,110.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1580000.0,4702,3.571
jerusalem,garden apartment,130.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4850000.0,8798,2.177
tel aviv,private house,250.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500000.0,16509,1.723
tel aviv,duplex,175.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3250000.0,11285,4.167
tel aviv,penthouse,168.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,11750000.0,15927,1.627
natanya,penthouse,115.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2690000.0,7329,3.269
ashdod,apartment,90.0,0.0,3.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1590000.0,3941,2.974
tel aviv,apartment,130.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5200000.0,11550,2.665
haifa,apartment,80.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,985000.0,3908,4.761
beer sheva,garden apartment,105.0,140.0,3.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1345000.0,3243,2.893
rishon lezion,apartment,80.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2550000.0,6648,3.128
beer sheva,private house,110.0,155.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1550000.0,5112,3.958
petah tikva,private house,405.0,245.0,6.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4600000.0,13012,3.394
ashkelon,penthouse,200.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3200000.0,6012,2.255
tel aviv,apartment,76.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7570000.0,7965,1.263
tel aviv,apartment,40.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2690000.0,6419,2.863
tel aviv,apartment,90.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3850000.0,10766,3.356
haifa,garden apartment,75.0,50.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1899000.0,4229,2.672
ashdod,apartment,84.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600000.0,3866,2.900
tel aviv,private house,140.0,150.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6900000.0,13816,2.403
beer sheva,apartment,114.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1480000.0,3727,3.022
ashkelon,garden apartment,195.0,75.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2600000.0,5170,2.386
ramat gan,apartment,74.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249000.0,5534,2.953
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950000.0,6987,2.842
haifa,apartment,100.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2190000.0,4031,2.209
ramat gan,apartment,85.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2730000.0,7707,3.388
tel aviv,apartment,176.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7500000.0,18965,3.034
beer sheva,apartment,148.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1485000.0,4320,3.491
beer sheva,apartment,125.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1450000.0,4077,3.374
jerusalem,apartment,120.0,0.0,5.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2680000.0,7816,3.500
tel aviv,apartment,92.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3190000.0,11205,4.215
jerusalem,private house,200.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4550000.0,10449,2.756
jerusalem,garden apartment,100.0,40.0,4.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2550000.0,6486,3.052
ashkelon,apartment,96.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1350000.0,3957,3.517
tel aviv,duplex,75.0,0.0,2.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4125000.0,9743,2.834
jerusalem,garden apartment,52.0,25.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2950000.0,4670,1.900
ashdod,apartment,95.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1780000.0,5479,3.694
beer sheva,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1470000.0,3984,3.252
haifa,penthouse,180.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2500000.0,6757,3.243
tel aviv,apartment,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3950000.0,9446,2.870
natanya,apartment,90.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2450000.0,6402,3.136
tel aviv,duplex,150.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9000000.0,16699,2.227
jerusalem,apartment,95.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2350000.0,6706,3.424
haifa,private house,80.0,400.0,3.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2200000.0,5327,2.906
petah tikva,apartment,115.0,0.0,4.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2180000.0,6617,3.642
beer sheva,apartment,127.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1430000.0,4278,3.590
haifa,private house,200.0,75.0,4.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2390000.0,7034,3.532
tel aviv,apartment,116.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6860000.0,12024,2.103
haifa,apartment,87.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1749000.0,4896,3.359
haifa,garden apartment,123.0,100.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3500000.0,7730,2.650
tel aviv,apartment,104.0,0.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490000.0,8954,1.957
jerusalem,apartment,90.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2550000.0,6505,3.061
beer sheva,apartment,110.0,0.0,4.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1000000.0,3242,3.890
tel aviv,apartment,80.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6300000.0,7401,1.410
jerusalem,penthouse,310.0,0.0,6.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14950000.0,19842,1.593
jerusalem,garden apartment,85.0,25.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2250000.0,7097,3.785
jerusalem,duplex,150.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3900000.0,10841,3.336
natanya,garden apartment,150.0,85.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3790000.0,10257,3.248
natanya,apartment,70.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1590000.0,4799,3.622
rishon lezion,apartment,75.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830000.0,4165,2.731
petah tikva,apartment,107.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2320000.0,6863,3.550
beer sheva,apartment,84.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,810000.0,1324,1.961
jerusalem,duplex,148.0,0.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100000.0,10743,6.139
tel aviv,apartment,127.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6250000.0,13067,2.509
jerusalem,apartment,75.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3100000.0,5667,2.194
jerusalem,apartment,75.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2590000.0,5772,2.674
tel aviv,apartment,60.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2600000.0,5977,2.759
tel aviv,apartment,55.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2550000.0,5513,2.594
beer sheva,apartment,80.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,850000.0,2709,3.824
ashdod,apartment,117.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2199999.0,5461,2.979
haifa,apartment,101.0,0.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1950000.0,6284,3.867
ashdod,apartment,142.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2550000.0,6196,2.916
natanya,apartment,90.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1890000.0,6810,4.324
jerusalem,apartment,90.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2250000.0,6505,3.469
jerusalem,apartment,60.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2500000.0,4618,2.217
tel aviv,garden apartment,74.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4000000.0,6963,2.089
ashkelon,apartment,78.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1650000.0,3502,2.547
ramat gan,apartment,95.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2290000.0,5887,3.085
tel aviv,apartment,200.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13500000.0,15124,1.344
beer sheva,apartment,52.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,699000.0,2089,3.586
beer sheva,garden apartment,188.0,100.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2390000.0,3950,1.983
haifa,penthouse,128.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4042500.0,6382,1.894
tel aviv,apartment,210.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12500000.0,11333,1.088
petah tikva,apartment,59.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090000.0,3624,2.081
ramat gan,penthouse,179.0,0.0,7.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3300000.0,9660,3.513
petah tikva,apartment,55.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1690000.0,3495,2.482
tel aviv,apartment,102.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4900000.0,11049,2.706
ashdod,apartment,122.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2090000.0,6053,3.475
jerusalem,garden apartment,115.0,0.0,5.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4200000.0,10972,3.135
tel aviv,apartment,72.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2150000.0,7970,4.448
haifa,apartment,98.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1780000.0,5504,3.711
beer sheva,apartment,75.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,780000.0,2654,4.083
tel aviv,apartment,50.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2850000.0,6402,2.696
natanya,apartment,125.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3100000.0,9165,3.548
jerusalem,garden apartment,120.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4150000.0,9655,2.792
haifa,apartment,100.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1450000.0,4031,3.336
tel aviv,penthouse,103.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2980000.0,12465,5.019
jerusalem,duplex,100.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2280000.0,7710,4.058
haifa,garden apartment,121.0,50.0,4.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2130000.0,4813,2.712
natanya,apartment,104.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2050000.0,5905,3.457
tel aviv,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3000000.0,10893,4.357
tel aviv,apartment,138.0,0.0,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5950000.0,14748,2.974
tel aviv,apartment,170.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8000000.0,16436,2.465
tel aviv,garden apartment,100.0,40.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5150000.0,11372,2.650
rishon lezion,apartment,83.0,0.0,3.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2000000.0,5218,3.131
haifa,apartment,80.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1235000.0,3665,3.561
tel aviv,apartment,84.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5100000.0,10406,2.448
ashkelon,apartment,80.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1250000.0,3543,3.401
ashdod,garden apartment,190.0,60.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2400000.0,8027,4.013
haifa,penthouse,160.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2150000.0,6939,3.873
haifa,dual family,250.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5300000.0,7962,1.803
tel aviv,apartment,90.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3050000.0,7850,3.089
petah tikva,apartment,104.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2750000.0,6563,2.864
jerusalem,apartment,90.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2050000.0,5715,3.345
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2420000.0,6483,3.215
beer sheva,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1295000.0,3906,3.619
beer sheva,apartment,100.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1089000.0,3477,3.831
ashdod,apartment,146.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3400000.0,6822,2.408
ashkelon,apartment,50.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1180000.0,2320,2.359
jerusalem,apartment,75.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2150000.0,5209,2.907
jerusalem,apartment,55.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2400000.0,5770,2.885
natanya,apartment,117.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2230000.0,7356,3.958
jerusalem,apartment,90.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2290000.0,7861,4.119
haifa,apartment,128.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2625000.0,6826,3.120
tel aviv,garden apartment,74.0,18.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4480000.0,6647,1.780
tel aviv,apartment,85.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650000.0,6598,2.988
tel aviv,penthouse,190.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6950000.0,13031,2.250
tel aviv,apartment,50.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3600000.0,6402,2.134
jerusalem,duplex,94.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3200000.0,8800,3.300
natanya,apartment,70.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1800000.0,3952,2.635
tel aviv,apartment,55.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3050000.0,7118,2.801
ashkelon,apartment,80.0,0.0,3.5,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1420000.0,3545,2.996
jerusalem,garden apartment,100.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2520000.0,8915,4.245
haifa,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2550000.0,5655,2.661
ashkelon,apartment,90.0,0.0,3.5,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1850000.0,3371,2.187
jerusalem,apartment,150.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3700000.0,12116,3.930
jerusalem,apartment,85.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2250000.0,5639,3.007
